Name,Token,Type,Status,ICO start,ICO end,Raised,Price,Bonus,Bounty,MVP/Prototype,Platform,Accepting,Minimum investment,Soft cap ,Hard cap ,Country,Whitelist/KYC,Restricted areas,Rate (Overall),Benchy Rating,Benchy Weight,Expert Team,Expert Vision,Expert Product,Weight of Experts,Number of Experts,Expert 1 Team,Expert 1 Vision,Expert 1 Product,Expert 1 Weight,Expert 2 Team,Expert 2 Vision,Expert 2 Product,Expert 2 Weight,Expert 3 Team,Expert 3 Vision,Expert 3 Product,Expert 3 Weight,Expert 4 Team,Expert 4 Vision,Expert 4 Product,Expert 4 Weight,Expert 5 Team,Expert 5 Vision,Expert 5 Product,Expert 5 Weight,Expert 6 Team,Expert 6 Vision,Expert 6 Product,Expert 6 Weight,Expert 7 Team,Expert 7 Vision,Expert 7 Product,Expert 7 Weight,Expert 8 Team,Expert 8 Vision,Expert 9 Product,Expert 9 Weight,Expert 10 Team,Expert 10 Vision,Expert 10 Product,Expert 10 Weight,Expert 11 Team,Expert 11 Vision,Expert 11 Product,Expert 11 Weight,Expert 12 Team,Expert 12 Vision,Expert 12 Product,Expert 12 Weight,Expert 13 Team,Expert 13 Vision,Expert 13 Product,Expert 13 Weight,Expert 14 Team,Expert 14 Vision,Expert 14 Product,Expert 14 Weight,Expert 15 Team,Expert 15 Vision,Expert 15 Product,Expert 15 Weight,Expert 16 Team,Expert 16 Vision,Expert 16 Product,Expert 16 Weight,Expert 17 Team,Expert 17 Vision,Expert 17 Product,Expert 17 Weight,Expert 18 Team,Expert 18 Vision,Expert 19 Product,Expert 19 Weight,Expert 20 Team,Expert 20 Vision,Expert 20 Product,Expert 20 Weight
Smart Little Machine,LMs,Utility,Ended,3/29/2018,4/26/2018,N/A,,,,,,,,,,Canada,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Progress,SmartProgress Token,Utility,Ended,10/22/2017,11/21/2017,N/A,,,,,,,,,,Russia,,,1.5,2.1,45%,1,1,1,55%,3,1,1,1,,,1,,1,1,,,1,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Trade Coin,TRADE,Utility,52 days 19 hours left,10/15/2018,4/15/2019,N/A,1 TRADE = 0.045 USD,Available,,,Ethereum,"ETH, BTC, Fiat",10 USD,"3,000,000 USD","99,000,000 USD",Malta,,,3.4,2.6,43%,4.1,3.8,4.3,57%,5,3,5,5,,4,5,,4,5,4,,5,,,5,0.1,,5,,0.1,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Trip Platform,TASH,Utility,Ended,6/25/2018,2/1/2019,"$2,853,413",,,,,,,,,,USA,,,4.2,3.5,46%,4.8,5,4.8,54%,4,5,5,5,,4,5,,5,5,5,,5,,,4,0.13,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Valley,SVT,Utility,Ended,5/14/2018,7/13/2018,N/A,,,,,,,,,,Switzerland,,,3.4,2.9,48%,3.6,3.8,4.1,52%,4,2,4,4,,4,4,,4,4,4,,5,,,4,0.18,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Valor,VALOR,Utility,Ended,11/1/2018,11/26/2018,N/A,1 VALOR = 1 CHF,Available,Available,,Ethereum,"ETH, BTC, Fiat","1,000 CHF","3,000,000 CHF","45,000,000 CHF",Switzerland,,"Algeria, Bangladesh, Bolivia, China, Ecuador, Macedonia, Morocco, Nepal, Pakistan, Serbia, South Korea",4.3,4.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartBillions,PLAY,Utility,Trading,10/16/2017,10/30/2017,N/A,,,,,,,,,,Poland,,,2.4,2.4,82%,1,3,3,18%,1,1,,3,,,3,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartChain Media,MEDIA,Utility,Unknown,,,N/A,1 MEDIA  = 0.143 USD,,Available,,Ethereum,,,,"14,000,000 USD",USA,,USA,2.6,2.4,76%,5,2,3,24%,1,5,,2,,,3,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartCity,SCT Token,Utility,Ended,2/1/2018,3/31/2018,N/A,,,,,,,,,,Croatia,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartContractChain,SCC Token,Utility,Ended,10/15/2018,12/31/2018,N/A,,,,,,,,,,Switzerland,,USA,3.8,3.7,34%,4.3,4.6,2.7,66%,5,5,4,5,,4,3,,5,4,5,,4,,,4,0.14,,1,,0.11,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTER THAN CRYPTO,STC Token,Utility,Ended,,,"$5,649,926",,,,,,,,,,British Virgin Islands,,USA,3.1,2.8,64%,3.6,3.6,3.6,36%,2,5,2,5,,,2,,0.19,2,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartGenie,SMAG,Utility,Ended,1/15/2018,4/15/2018,N/A,,,,,,,,,,Germany,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartGold,SGT,Utility,Ended,1/25/2018,4/25/2018,"$4,274,582",,,,,,,,,,Tanzania,,USA,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartHealthcare,SHC,Utility,Ended,2/12/2018,3/13/2018,N/A,,,,,,,,,,Estonia,,,2.6,2.6,91%,3,3,2,9%,1,3,,3,,,2,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartInsurProtocol,SIPC,Utility,Ended,4/1/2018,7/1/2018,N/A,,,,,,,,,,Singapore,,USA and China,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartlands,SLT,Utility,Trading,11/2/2017,11/20/2017,"$1,753,698",,,,,,,,,,Cyprus,,,3.7,3.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartMesh,SMT,Utility,Trading,11/29/2017,12/28/2017,"$15,000,000",,,,,,,,,,Singapore,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartMoni,SmartMoni,Utility,Unknown,,,N/A,1 SmartMoni = 2 USD,Available,,,Waves,"ETH, BTX",,"80,000 USD","8,000,000 USD",USA,,,1.8,1.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartO,STO,Utility,Trading,5/15/2018,8/29/2018,N/A,,,,,,,,,,Russia,,,3.3,3.2,48%,3.7,3.7,3.1,52%,4,5,4,2,,3,4,,2,3,3,,1,,,2,0.14,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartOne,LGL,Utility,Ended,10/30/2017,11/30/2017,N/A,,,,,,,,,,Switzerland,,,3,3,65%,3.2,3,2.4,35%,3,3,3,4,,,2,,3,2,,,4,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTRealty,RLTY,Utility,Ended,2/15/2018,5/15/2018,N/A,,,,,,,,,,USA,,,3.9,2.7,39%,4.6,4.9,4.3,61%,5,5,4,4,,5,5,,5,4,4,,5,,,4,0.07,,4,,0.07,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartRefer,REF,Utility,Ended,1/18/2018,3/18/2018,N/A,,,,,,,,,,Canada,,"Canada, China, South Korea",3.1,3.2,63%,3,3,3,37%,3,3,3,3,,,3,,3,3,,,3,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smarts,SMT,Utility,Unknown,,,N/A,1 SMT = 0.1 EUR,,Available,,Ethereum,"ETH, Fiat","3,000 EUR",,,Estonia,,USA,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMHC Coin,SMHC,Utility,Ended,4/2/2018,5/18/2018,N/A,,,,,,,,,,Singapore,,,1.6,1.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smilo,Smilo,Utility,34 days 17 hours left,9/7/2018,3/28/2019,N/A,1 Smilo = 0.25 USD,Available,Available,,Smilo,ETH,,"2,500,000 USD","18,000,000 USD",Netherlands,,"USA, China, Singapore",4,4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke,SMOKE,Utility,Ended,4/20/2018,5/25/2018,"$250,000",,,,,,,,,,Belize,,"USA, China",2.9,4,26%,2.7,2.3,2.6,74%,11,2,3,2,,2,3,3,4,2,4,2,3,,2,2,4,,2,,2,2,2,,4,,,3,0.05,,3,,0.08,2,,,4,,,,0.06,,,,0.03,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Exchange,SMX,Utility,Ended,10/16/2017,11/13/2017,"$375,940",,,,,,,,,,Canada,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMRT,SMRT,Utility,Ended,10/1/2018,1/1/2019,N/A,,,,,,,,,,UK,,"USA, China",2.7,2.6,83%,3,3,3,17%,1,3,,3,,,3,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMSCHAIN,SMSTO,Utility,Ended,11/20/2017,12/19/2017,N/A,,,,,,,,,,Russia,,,2.9,3,70%,3,2.5,2.5,30%,2,3,3,3,,,2,,0.16,2,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snagride,MILE,Utility,Ended,2/7/2018,3/14/2018,"$441,009",,,,,,,,,,USA,,,2.2,2.2,90%,3,2,2,10%,1,3,,2,,,2,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapparazzi,SNPC,Utility,Ended,10/15/2018,11/29/2018,"$10,000,000",,,,,,,,,,Malta,,"USA, North Korea, China",3.9,4.6,23%,3.9,3.5,3.6,77%,10,4,4,4,,3,4,4,5,2,5,5,4,,4,2,5,,2,,5,4,5,,5,,,3,0.08,,5,,0.07,5,,,0.07,,,,0.06,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnapUp,SNP,Utility,Ended,8/28/2017,9/4/2017,"$84,453",,,,,,,,,,Estonia,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNBL,SNBL,Utility,Trading,3/15/2018,6/30/2018,N/A,,,,,,,,,,Philippines,,None,1.5,3.2,8%,1.5,1.3,1.2,92%,34,1,1,3,,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,,1,,2,1,1,,1,,1,1,1,,1,,1,2,0.03,,1,,0.03,1,,,1,,,1,0.03,,1,,0.03,1,,,0.03,,,,0.03,,,,0.03,,,,0.03
Snip,SNIP,Utility,Ended,9/27/2017,10/27/2017,"$8,000,000",,,,,,,,,,Israel,,,3.1,3,93%,4,4,4,7%,1,4,,4,,,4,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snips,SNI,Utility,Unknown,,,N/A,1 SNI = 0.26 EUR,,,,Ethereum,"ETH, BTC, Fiat",,"13,000,000 EUR","124,800,000 EUR",USA,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snovian.Space,SNOV,Utility,Ended,10/31/2017,11/30/2017,"$2,129,221",,,,,,,,,,Ukraine,,None,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snovio,SNOV,Utility,Ended,10/30/2017,11/30/2017,"$2,100,000",,,,,,,,,,Ukraine,,,3.3,3.2,54%,3.7,3.4,3.1,46%,6,3,3,5,,3,5,5,5,2,3,,5,,4,2,0.08,,4,,0.06,3,,,0.05,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnowdenCoin,SNOW,SecuritySTO,Ended,11/23/2018,1/22/2019,N/A,,,,,,,,,,Germany,,"USA, China",3.8,3.9,41%,3.5,3.9,3.5,59%,4,3,5,2,,4,5,,3,5,5,,2,,,4,0.13,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOAR,SKYM,Utility,Ended,11/19/2018,12/19/2018,"$217,013",,,,,,,,,,Singapore,,"USA, China",4.2,3.5,55%,5,5,5,45%,3,5,5,5,,,5,,5,5,,,5,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Chains,SOCT,Utility,Ended,3/15/2018,6/15/2018,N/A,,,,,,,,,,USA,,USA,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Media Income,SMI,Utility,Unknown,,,N/A,1 SMI = 0.00025 ETH,Available,,,Ethereum,ETH,0.1 ETH,,,,,none,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Wallet,WIRE,Utility,Ended,7/1/2018,7/21/2018,N/A,,,,,,,,,,USA,,Open to USA. Anyone who successfully passes KYC can purchase.,2.8,2.8,82%,3,3,3,18%,1,3,,3,,,3,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SocialGood,SG,Utility,Ended,12/17/2018,12/23/2018,N/A,,,,,,,,,,Japan,,China,4,3.4,23%,4.4,4.3,3.8,77%,13,5,5,5,,5,4,4,4,4,4,4,5,3,3,5,4,,3,,4,4,4,,5,,2,3,3,,3,,0.06,3,,,4,,,1,0.05,,2,,0.05,,,,0.05,,,,0.04,,,,0.02,,,,,,,,,,,,,,,,
Sociall,SCL,Utility,Trading,8/17/2017,9/15/2017,"$6,155,000",,,,,,,,,,,,,3.8,3.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SocialMedia.Market,SMT,Utility,Trading,2/9/2018,3/16/2018,"$8,484,606",,,,,,,,,,Ukraine,,USA,4.2,3.3,12%,4.2,4.6,4.3,88%,28,5,5,4,,4,5,4,4,5,2,4,5,4,5,4,3,4,5,4,4,4,5,,5,,4,5,5,,4,,4,4,5,,5,,5,4,0.05,,5,,0.04,3,,,4,,,4,0.04,,4,,0.04,4,,,0.04,,,,0.04,,,,0.04,,,,0.03
SocialPolis,SPL,Utility,37 days 20 hours left,1/1/2019,3/31/2019,N/A,1 SPL = 0.01 ETH,,,,Ethereum,ETH,,"2,000,000 USD",,Greece,,,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SocialRemit,SR-EUR,Utility,Ended,11/3/2018,12/3/2018,N/A,1 SR-EUR = 0.6 EUR,Available,Available,,Ethereum,"BTC, ETH, NEO, LTC, DOGE, Fiat",,"50,000,000 USD","180,000,000 USD",UK,,None,3.6,4,71%,2,3,3,29%,1,2,,3,,,3,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SocialX,SOCX,Utility,Ended,1/15/2018,1/24/2018,"$1,916,465",,,,,,,,,,Singapore,,,3,3,82%,3,3,3,18%,1,3,,3,,,3,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socratescoin,SAPIS,Utility,Ended,2/11/2018,5/10/2018,N/A,,,,,,,,,,Gibraltar,,"USA, China",2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socratus,SCR,Utility,Unknown,,,N/A,,,,,Ethereum,,,"5,000,000 USD",,Russia,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFIN,SOFIN,Utility,Ended,1/15/2018,7/15/2018,"$1,302,414",,,,,,,,,,Russia,,"USA, Singapore",3.7,3.7,39%,3.5,3.7,3.6,61%,8,5,3,4,,1,4,4,4,3,2,,3,,5,2,3,,4,,0.08,5,,,3,,,4,0.06,,,,0.12,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sola,SOL,Utility,Ended,11/27/2017,12/22/2017,"$2,233,700",,,,,,,,,,Lithuania,,,3.7,2.9,51%,4.3,4.8,4.7,49%,6,3,5,4,,5,4,4,4,5,5,,4,,5,5,0.06,,4,,0.09,4,,,0.05,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solana,SOL,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,USA,,,2.9,2.1,68%,4,5,5,32%,2,4,4,5,,,5,,0.18,5,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Bankers,SLB,Utility,Unknown,,,N/A,,,,,SKY FIBER,"BTC, ETH, DASH",,,,Singapore,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar DAO,SDAO,Utility,Trading,7/27/2017,9/6/2017,"$443,340",,,,,,,,,,Israel,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solarex,SRX,Utility,6 days 17 hours left,1/28/2019,2/28/2019,N/A,1 SRX = 0.05 USD,Available,Available,,Ethereum,"BTC, ETH, LTC, BTC, DOGE, XRP",,"5,000,000 USD","30,000,000 USD",UK,,,3.8,4.9,44%,3.7,2.8,2.6,56%,5,3,5,4,,3,3,,2,3,3,,3,,,2,0.11,,2,,0.08,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidified,Solid,Utility,Unknown,,,N/A,1 Solid = 0.015 ETH,Available,,,Ethereum,ETH,0.5 ETH,,"36,000 ETH",Gibraltar,,,3.9,3.7,65%,4.5,4,4.5,35%,2,4,5,4,,,4,,0.18,5,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Exchange,SMNX,Utility,Ended,8/28/2017,9/28/2017,N/A,,,,,,,,,,United States Virgin Islands,,,2,1.6,70%,1,4,3.5,30%,2,1,1,5,,,3,,0.15,3,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomonstouch,MIL,Utility,Unknown,,,N/A,1 MIL = 0.0025 USD,,,,NEO,"NEO, BTC, ETH",100 USD,,"34,000,000 USD",USA,,"USA, China, South Korea",2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solve.Care,CAN Token,Utility,Ended,3/31/2018,5/1/2018,"$20,000,000",,,,,,,,,,Estonia,,,4.2,4.3,33%,4.2,4.4,4,67%,11,5,4,4,,4,4,4,5,4,3,3,5,,4,4,5,,4,,2,4,3,,5,,,4,0.05,,2,,0.1,3,,,4,,,,0.03,,,,0.03,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
Soma,SCT,Utility,Trading,9/27/2017,11/14/2017,"$6,000,000",,,,,,,,,,Finland,,,3.4,3.4,67%,4,3,3.6,33%,3,4,4,4,,,3,,3,4,,,4,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOMESING,SSX,Utility,Starts in 6 days 7 hours,2/28/2019,3/30/2019,N/A,1 SSX = 0.01 USD,,Available,,ICON,ICON,300 ICX,"5,000,000 USD","30,000,000 USD",Singapore,,"USA, China",4.2,4.6,13%,4.4,4.2,4,87%,22,5,5,5,,3,5,5,5,3,4,4,4,5,5,4,4,4,4,4,5,4,2,,4,,4,4,5,,4,,3,3,4,,3,,5,3,0.04,,5,,0.04,4,,,3,,,3,0.04,,5,,0.04,4,,,0.03,,,,0.03,,,,0.03,,,,0.03
Sonata.ai,SONT,SecuritySTO,6 days 14 hours left,7/1/2018,2/27/2019,N/A,1 SONT = 0.1 USD,Available,Available,,Ethereum,"ETH, BTC, LTC","1,000 SONT",,"21,000,000 USD",UK,,,3.8,4.8,38%,3.8,3,3,62%,5,5,4,3,,3,3,,2,2,3,,2,,,3,0.12,,2,,0.08,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONDER,SNR,Utility,Trading,5/22/2018,6/30/2018,"$6,000,000",,,,,,,,,,Lithuania,,"USA, China",3,3.5,17%,2.8,3.1,2.7,83%,15,2,3,2,,3,3,3,3,3,2,4,3,3,3,3,2,,3,,3,3,4,,3,,3,2,3,,3,,2,4,,,3,,,2,0.05,,3,,0.05,3,,,2,,,,0.04,,,,0.04,,,,0.04,,,,0.03,,,,,,,,
Sonic,SONIC,Utility,Unknown,,,N/A,1 SONIC = 0.001 ETH,,,,Ethereum,ETH,,,,UK,,,2.1,2.2,76%,1,3,1,24%,1,1,,3,,,1,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONM,SNM,Utility,Trading,6/15/2017,6/19/2017,"$42,000,000",,,,,,,,,,Russia,,,3.5,3.4,90%,5,5,4,10%,1,5,,5,,,4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SonoCoin,SCN,Utility,Unknown,,,N/A,1 SCN = 1.5 EUR,,,,Own,,,"12,500,000 EUR","67,500,000 EUR",Switzerland,,None,3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOOLOOX,CAK,Utility,Unknown,,,N/A,1 CAK = 9 USD,,,,Ethereum,,,"1,000,000 USD","30,000,000 USD",Turks and Caicos Islands,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soom,SOOM,Utility,Unknown,,,N/A,,,,,Dash,,,,,Singapore,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SophiaTX,SPHTX,Utility,Trading,12/7/2017,12/17/2017,"$7,300,000",,,,,,,,,,Switzerland,,,3.5,3.5,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorbase,SOR,Utility,Ended,12/7/2017,1/6/2018,"$19,438,940",,,,,,,,,,Estonia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorgin,SwecCoin,Utility,Ended,5/30/2018,9/30/2018,N/A,,,,,,,,,,Russia,,,2,2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sosnovkino,SNKcoin,Utility,Ended,7/26/2017,8/26/2017,"$163,800",,,,,,,,,,Russia,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOSR,SOSR,Utility,Ended,5/10/2018,7/9/2018,N/A,,,,,,,,,,Taiwan,,"USA, China",2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound Legends,SLC,Utility,Ended,12/15/2018,2/15/2019,N/A,,,,,,,,,,UK,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sovrin,,Utility,Unknown,,,N/A,,,,,Separate blockchain,,,,,USA,,,2.3,1.7,78%,4.6,5,4,22%,2,5,4,5,,,5,,0.14,4,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
